Wavenumber,Intensity
2329.5861,6.462941
2331.4498,6.494709
2333.3135,6.508040
2335.1772,6.481483
2337.0408,6.492791
2338.9045,6.514057
2340.7682,6.502384
2342.6318,6.482812
2344.4955,6.469204
2346.3592,6.523062
2348.2228,6.549383
2350.0865,6.552370
2351.9502,6.558636
2353.8138,6.614891
2355.6775,6.622768
2357.5412,6.594992
2359.4049,6.549343
2361.2685,6.592241
2363.1322,6.629472
2364.9959,6.661616
2366.8595,6.677546
2368.7232,6.663990
2370.5869,6.678093
2372.4505,6.707447
2374.3142,6.686346
2376.1779,6.670198
2378.0415,6.652619
2379.9052,6.691867
2381.7689,6.736540
2383.6325,6.746047
2385.4962,6.708237
2387.3599,6.736931
2389.2236,6.773685
2391.0872,6.755545
2392.9509,6.736101
2394.8146,6.761092
2396.6782,6.767525
2398.5419,6.771587
2400.4056,6.767873
2402.2692,6.766676
2404.1329,6.743737
2405.9966,6.746499
2407.8602,6.779668
2409.7239,6.825439
2411.5876,6.832057
2413.4512,6.800687
2415.3149,6.741230
2417.1786,6.741245
2419.0423,6.746206
2420.9059,6.751620
2422.7696,6.765660
2424.6333,6.793112
2426.4969,6.796877
2428.3606,6.795350
2430.2243,6.773028
2432.0879,6.786883
2433.9516,6.819283
2435.8153,6.832042
2437.6789,6.793568
2439.5426,6.769899
2441.4063,6.762225
2443.2700,6.754025
2445.1336,6.761633
2446.9973,6.749585
2448.8610,6.731707
2450.7246,6.754014
2452.5883,6.738110
2454.4520,6.737961
2456.3156,6.721923
2458.1793,6.724799
2460.0430,6.725521
2461.9066,6.693271
2463.7703,6.682101
2465.6340,6.676343
2467.4976,6.636113
2469.3613,6.627658
2471.2250,6.597783
2473.0887,6.578763
2474.9523,6.523347
2476.8160,6.474429
2478.6797,6.446705
2480.5433,6.421019
2482.4070,6.386290
2484.2707,6.334966
2486.1343,6.317031
2487.9980,6.322266
2489.8617,6.285417
2491.7253,6.207294
2493.5890,6.106365
2495.4527,6.040243
2497.3164,5.962962
2499.1800,5.920714
2501.0437,5.883643
2502.9074,5.832468
2504.7710,5.785001
2506.6347,5.742959
2508.4984,5.711665
2510.3620,5.706453
2512.2257,5.694319
2514.0894,5.663522
2515.9530,5.660997
2517.8167,5.700204
2519.6804,5.701954
2521.5440,5.696162
2523.4077,5.719395
2525.2714,5.744822
2527.1351,5.777721
2528.9987,5.823236
2530.8624,5.821874
2532.7261,5.831750
2534.5897,5.866364
2536.4534,5.901597
2538.3171,5.918499
2540.1807,5.939597
2542.0444,5.975386
2543.9081,6.023501
2545.7717,6.048507
2547.6354,6.063291
2549.4991,6.050693
2551.3627,6.081390
2553.2264,6.143833
2555.0901,6.200917
2556.9538,6.210431
2558.8174,6.225706
2560.6811,6.255314
2562.5448,6.271756
2564.4084,6.233305
2566.2721,6.232379
2568.1358,6.273507
2569.9994,6.351947
2571.8631,6.399817
2573.7268,6.390433
2575.5904,6.399199
2577.4541,6.421358
2579.3178,6.431750
2581.1815,6.478086
2583.0451,6.482385
2584.9088,6.473187
2586.7725,6.486161
2588.6361,6.511192
2590.4998,6.527705
2592.3635,6.530322
2594.2271,6.561883
2596.0908,6.586009
2597.9545,6.583140
2599.8181,6.563522
2601.6818,6.524607
2603.5455,6.526690
2605.4091,6.529465
2607.2728,6.523264
2609.1365,6.514955
2611.0002,6.497707
2612.8638,6.491346
2614.7275,6.504146
2616.5912,6.549212
2618.4548,6.572050
2620.3185,6.529674
2622.1822,6.556002
2624.0458,6.589030
2625.9095,6.592704
2627.7732,6.648766
2629.6368,6.747207
2631.5005,6.737727
2633.3642,6.738060
2635.2279,6.758209
2637.0915,6.787222
2638.9552,6.841537
2640.8189,6.900037
2642.6825,6.907519
2644.5462,6.903459
2646.4099,6.912915
2648.2735,6.971612
2650.1372,7.038521
2652.0009,7.034328
2653.8645,7.016858
2655.7282,7.091337
2657.5919,7.111400
2659.4555,7.113561
2661.3192,7.112643
2663.1829,7.102355
2665.0466,7.153510
2666.9102,7.215898
2668.7739,7.188126
2670.6376,7.194241
2672.5012,7.188457
2674.3649,7.195997
2676.2286,7.217695
2678.0922,7.188088
2679.9559,7.161811
2681.8196,7.196956
2683.6832,7.214710
2685.5469,7.228577
2687.4106,7.234095
2689.2742,7.249552
2691.1379,7.251126
2693.0016,7.203739
2694.8653,7.151804
2696.7289,7.193697
2698.5926,7.245097
2700.4563,7.279095
2702.3199,7.261896
2704.1836,7.228900
2706.0473,7.199379
2707.9109,7.189682
2709.7746,7.224779
2711.6383,7.245973
2713.5019,7.231528
2715.3656,7.236995
2717.2293,7.218338
2719.0930,7.219622
2720.9566,7.237062
2722.8203,7.242940
2724.6840,7.263188
2726.5476,7.240562
2728.4113,7.220904
2730.2750,7.260023
2732.1386,7.241169
2734.0023,7.180202
2735.8660,7.154549
2737.7296,7.221746
2739.5933,7.248649
2741.4570,7.202056
2743.3206,7.185447
2745.1843,7.207081
2747.0480,7.176615
2748.9117,7.138165
2750.7753,7.150400
2752.6390,7.163188
2754.5027,7.138849
2756.3663,7.149348
2758.2300,7.145983
2760.0937,7.116828
2761.9573,7.108016
2763.8210,7.112570
2765.6847,7.131341
2767.5483,7.131732
2769.4120,7.096304
2771.2757,7.123463
2773.1394,7.140801
2775.0030,7.094728
2776.8667,7.077593
2778.7304,7.064887
2780.5940,7.038885
2782.4577,7.049009
2784.3214,7.021289
2786.1850,6.978567
2788.0487,6.961936
2789.9124,6.919890
2791.7760,6.898098
2793.6397,6.964816
2795.5034,7.017248
2797.3670,6.972077
2799.2307,6.864806
2801.0944,6.855441
2802.9581,6.875330
2804.8217,6.845285
2806.6854,6.795144
2808.5491,6.813161
2810.4127,6.846317
2812.2764,6.805842
2814.1401,6.733887
2816.0037,6.687183
2817.8674,6.664018
2819.7311,6.672037
2821.5947,6.711043
2823.4584,6.730042
2825.3221,6.685765
2827.1857,6.638065
2829.0494,6.605464
2830.9131,6.584701
2832.7768,6.560052
2834.6404,6.551826
2836.5041,6.535131
2838.3678,6.504401
2840.2314,6.440129
2842.0951,6.417988
2843.9588,6.432277
2845.8224,6.455505
2847.6861,6.450645
2849.5498,6.385324
2851.4134,6.306429
2853.2771,6.310665
2855.1408,6.310761
2857.0045,6.276306
2858.8681,6.253725
2860.7318,6.213319
2862.5955,6.211796
2864.4591,6.252798
2866.3228,6.254281
2868.1865,6.232226
2870.0501,6.168242
2871.9138,6.136734
2873.7775,6.174063
2875.6411,6.161177
2877.5048,6.072781
2879.3685,6.052766
2881.2321,6.052958
2883.0958,6.031858
2884.9595,6.046980
2886.8232,6.098101
2888.6868,6.159104
2890.5505,6.182782
2892.4142,6.145160
2894.2778,6.129625
2896.1415,6.148894
2898.0052,6.148753
2899.8688,6.109262
2901.7325,6.110527
2903.5962,6.125876
2905.4598,6.134919
2907.3235,6.136429
2909.1872,6.142401
2911.0509,6.145795
2912.9145,6.146707
2914.7782,6.148853
2916.6419,6.133020
2918.5055,6.133714
2920.3692,6.128660
2922.2329,6.122228
2924.0965,6.100399
2925.9602,6.054528
2927.8239,6.083799
2929.6875,6.126470
2931.5512,6.135292
2933.4149,6.113196
2935.2785,6.075031
2937.1422,6.095895
2939.0059,6.145393
2940.8696,6.132511
2942.7332,6.121410
2944.5969,6.112153
2946.4606,6.065501
2948.3242,6.018608
2950.1879,6.037755
2952.0516,6.029910
2953.9152,5.962171
2955.7789,5.935757
2957.6426,5.973945
2959.5062,5.975138
2961.3699,5.975978
2963.2336,5.965201
2965.0972,5.918244
2966.9609,5.916647
2968.8246,5.934787
2970.6883,5.897971
2972.5519,5.864883
2974.4156,5.903114
2976.2793,5.957927
2978.1429,5.965629
2980.0066,5.888888
2981.8703,5.818429
2983.7339,5.830125
2985.5976,5.832922
2987.4613,5.815305
2989.3249,5.809196
2991.1886,5.811577
2993.0523,5.766046
2994.9160,5.722245
2996.7796,5.724872
2998.6433,5.764533
3000.5070,5.799205
3002.3706,5.813944
3004.2343,5.816014
3006.0980,5.788449
3007.9616,5.789511
3009.8253,5.834500
3011.6890,5.825677
3013.5526,5.764823
3015.4163,5.745727
3017.2800,5.770507
3019.1436,5.776992
3021.0073,5.753528
3022.8710,5.794476
3024.7347,5.873423
3026.5983,5.857031
3028.4620,5.820518
3030.3257,5.810045
3032.1893,5.822129
3034.0530,5.857603
3035.9167,5.883175
3037.7803,5.860267
3039.6440,5.825538
3041.5077,5.791481
3043.3713,5.796794
3045.2350,5.831268
3047.0987,5.826744
3048.9624,5.838303
3050.8260,5.878123
3052.6897,5.877861
3054.5534,5.832933
3056.4170,5.779763
3058.2807,5.810812
3060.1444,5.834620
3062.0080,5.797985
3063.8717,5.802848
3065.7354,5.781514
3067.5990,5.784714
3069.4627,5.829445
3071.3264,5.800701
3073.1900,5.796580
3075.0537,5.837106
3076.9174,5.832697
3078.7811,5.850453
3080.6447,5.878539
3082.5084,5.857233
3084.3721,5.853011
3086.2357,5.873162
3088.0994,5.852842
3089.9631,5.841585
3091.8267,5.883280
3093.6904,5.864682
3095.5541,5.784915
3097.4177,5.749314
3099.2814,5.774755
3101.1451,5.772837
3103.0087,5.728673
3104.8724,5.724624
3106.7361,5.756408
3108.5998,5.788188
3110.4634,5.768007
3112.3271,5.716506
3114.1908,5.752522
3116.0544,5.754041
3117.9181,5.701132
3119.7818,5.687229
3121.6454,5.658722
3123.5091,5.669141
3125.3728,5.718332
3127.2364,5.729751
3129.1001,5.635315
3130.9638,5.575574
3132.8275,5.613159
3134.6911,5.581279
3136.5548,5.531056
3138.4185,5.575449
3140.2821,5.607598
3142.1458,5.578649
3144.0095,5.543073
3145.8731,5.503849
3147.7368,5.564862
3149.6005,5.633931
3151.4641,5.532006
3153.3278,5.431237
3155.1915,5.433166
3157.0551,5.491283
3158.9188,5.500332
3160.7825,5.473377
3162.6462,5.483993
3164.5098,5.482822
3166.3735,5.483371
3168.2372,5.484455
3170.1008,5.450363
3171.9645,5.400822
3173.8282,5.368932
3175.6918,5.398796
3177.5555,5.387588
3179.4192,5.316246
3181.2828,5.317460
3183.1465,5.362429
3185.0102,5.332852
3186.8739,5.300401
3188.7375,5.319940
3190.6012,5.308982
3192.4649,5.319239
3194.3285,5.337070
3196.1922,5.303495
3198.0559,5.276491
3199.9195,5.294578
3201.7832,5.309438
3203.6469,5.253233
3205.5105,5.226164
3207.3742,5.186540
3209.2379,5.164737
3211.1015,5.238199
3212.9652,5.227961
3214.8289,5.156357
3216.6926,5.183319
3218.5562,5.183491
3220.4199,5.084995
3222.2836,5.004432
3224.1472,5.064720
3226.0109,5.148339
3227.8746,5.110887
3229.7382,5.082488
3231.6019,5.087922
3233.4656,5.051013
3235.3292,5.013025
3237.1929,5.003047
3239.0566,5.040485
3240.9202,4.984379
3242.7839,4.905709
3244.6476,4.967988
3246.5113,4.995058
3248.3749,4.928519
3250.2386,4.937013
3252.1023,4.962687
3253.9659,4.975220
3255.8296,4.988967
3257.6933,4.951469
3259.5569,4.919260
3261.4206,4.942387
3263.2843,4.944606
3265.1479,4.921083
3267.0116,4.891965
3268.8753,4.869514
3270.7390,4.895375
3272.6026,4.935566
3274.4663,4.895223
3276.3300,4.881798
3278.1936,4.812946
3280.0573,4.757452
3281.9210,4.831592
3283.7846,4.871198
3285.6483,4.814822
3287.5120,4.800178
3289.3756,4.835175
3291.2393,4.884413
3293.1030,4.879693
3294.9666,4.834038
3296.8303,4.835030
3298.6940,4.819722
3300.5577,4.736266
3302.4213,4.748119
3304.2850,4.775786
3306.1487,4.776771
3308.0123,4.837388
3309.8760,4.885640
3311.7397,4.856805
3313.6033,4.773644
3315.4670,4.749576
3317.3307,4.762253
3319.1943,4.741768
3321.0580,4.805605
3322.9217,4.786977
3324.7854,4.737960
3326.6490,4.799132
3328.5127,4.817255
3330.3764,4.765130
3332.2400,4.739496
3334.1037,4.728702
3335.9674,4.687598
3337.8310,4.619640
3339.6947,4.647880
3341.5584,4.723203
3343.4220,4.774867
3345.2857,4.740939
3347.1494,4.688306
3349.0130,4.751896
3350.8767,4.812696
3352.7404,4.755082
3354.6041,4.703098
3356.4677,4.727809
3358.3314,4.756777
3360.1951,4.720724
3362.0587,4.745414
3363.9224,4.776233
3365.7861,4.777581
3367.6497,4.787620
3369.5134,4.729315
3371.3771,4.644371
3373.2407,4.727068
3375.1044,4.768160
3376.9681,4.749167
3378.8317,4.715011
3380.6954,4.663832
3382.5591,4.693635
3384.4228,4.695393
3386.2864,4.602323
3388.1501,4.684967
3390.0138,4.739048
3391.8774,4.720693
3393.7411,4.719341
3395.6048,4.692462
3397.4684,4.756026
3399.3321,4.805150
3401.1958,4.727367
3403.0594,4.752451
3404.9231,4.778497
3406.7868,4.677025
3408.6505,4.604038
3410.5141,4.755846
3412.3778,4.823373
3414.2415,4.701511
3416.1051,4.630790
3417.9688,4.747819
3419.8325,4.825011
3421.6961,4.787644
3423.5598,4.796579
3425.4235,4.868074
3427.2871,4.812953
3429.1508,4.814486
3431.0145,4.855217
3432.8781,4.768603
3434.7418,4.762572
3436.6055,4.796720
3438.4692,4.762485
3440.3328,4.821335
3442.1965,4.907693
3444.0602,4.925485
3445.9238,4.859441
3447.7875,4.863979
3449.6512,4.948472
3451.5148,4.949954
3453.3785,4.925233
3455.2422,4.929112
3457.1058,4.899703
3458.9695,4.935461
3460.8332,4.904863
3462.6969,4.799680
3464.5605,4.798827
3466.4242,4.936646
3468.2879,4.995748
3470.1515,4.991839
3472.0152,4.944562
3473.8789,4.878334
3475.7425,4.872884
3477.6062,4.921709
3479.4699,4.925007
3481.3335,4.929884
3483.1972,4.951714
3485.0609,4.891095
3486.9245,4.961743
3488.7882,5.118865
3490.6519,5.077695
3492.5156,5.013951
3494.3792,4.987840
3496.2429,5.020783
3498.1066,5.022334
3499.9702,5.065284
3501.8339,5.091072
3503.6976,5.011928
3505.5612,5.019773
3507.4249,5.080692
3509.2886,4.976783
3511.1522,4.966645
3513.0159,5.098351
3514.8796,5.167504
3516.7432,5.177077
3518.6069,5.177856
3520.4706,5.093348
3522.3343,5.119301
3524.1979,5.101530
3526.0616,5.054032
3527.9253,5.029792
3529.7889,5.073980
3531.6526,5.076565
3533.5163,5.101430
3535.3799,5.129633
3537.2436,5.117699
3539.1073,5.102055
3540.9709,5.095650
3542.8346,5.091456
3544.6983,5.070372
3546.5620,5.057027
3548.4256,5.084171
3550.2893,5.056399
3552.1530,5.057389
3554.0166,5.084910
3555.8803,5.075386
3557.7440,4.974233
3559.6076,4.930949
3561.4713,4.879039
3563.3350,4.905727
3565.1986,4.907356
3567.0623,4.929355
3568.9260,4.878397
3570.7896,4.837968
3572.6533,4.781063
3574.5170,4.734385
3576.3807,4.640164
3578.2443,4.557020
3580.1080,4.545322
3581.9717,4.520247
3583.8353,4.420590
3585.6990,4.388352
3587.5627,4.190726
3589.4263,4.077379
3591.2900,4.097837
3593.1537,4.109641
3595.0173,4.015266
3596.8810,3.916653
3598.7447,3.846837
3600.6084,3.797505
3602.4720,3.608612
3604.3357,3.542733
3606.1994,3.438435
3608.0630,3.314523
3609.9267,3.270646
3611.7904,3.274875
3613.6540,3.174470
3615.5177,3.119472
3617.3814,3.114927
3619.2450,3.056063
3621.1087,2.995600
3622.9724,2.927320
3624.8360,2.859821
3626.6997,2.879474
3628.5634,2.855076
3630.4271,2.804605
3632.2907,2.867580
3634.1544,2.991172
3636.0181,3.086128
3637.8817,3.118898
3639.7454,3.088700
3641.6091,3.113376
3643.4727,3.175223
3645.3364,3.205462
3647.2001,3.226649
3649.0637,3.273263
3650.9274,3.289714
3652.7911,3.272135
3654.6547,3.250869
3656.5184,3.447763
3658.3821,3.606764
3660.2458,3.646747
3662.1094,3.697556
3663.9731,3.837378
3665.8368,3.979299
3667.7004,4.057119
3669.5641,4.147386
3671.4278,4.324982
3673.2914,4.399785
3675.1551,4.596627
3677.0188,4.901741
3678.8824,5.046273
3680.7461,5.063818
3682.6098,5.180916
3684.4735,5.264544
3686.3371,5.245303
3688.2008,5.234157
3690.0645,5.328663
3691.9281,5.304927
3693.7918,5.328001
3695.6555,5.421742
3697.5191,5.464897
3699.3828,5.575523
3701.2465,5.831861
3703.1101,6.112386
3704.9738,6.415378
3706.8375,6.609319
3708.7011,6.810246
3710.5648,6.899142
3712.4285,7.098374
3714.2922,7.266891
3716.1558,7.300354
3718.0195,7.406033
3719.8832,7.568798
3721.7468,7.693662
3723.6105,7.843184
3725.4742,7.874529
3727.3378,8.002694
3729.2015,8.079078
3731.0652,8.076605
3732.9288,8.168320
3734.7925,8.367586
3736.6562,8.444605
3738.5199,8.448964
3740.3835,8.448950
3742.2472,8.492662
3744.1109,8.617700
3745.9745,8.804391
3747.8382,8.757016
3749.7019,8.720689
3751.5655,8.780484
3753.4292,8.817565
3755.2929,8.793964
3757.1565,8.699163
3759.0202,8.658163
3760.8839,8.680224
3762.7475,8.620420
3764.6112,8.657526
3766.4749,8.635162
3768.3386,8.646382
3770.2022,8.709886
3772.0659,8.765596
3773.9296,8.708625
3775.7932,8.736631
3777.6569,8.770250
3779.5206,8.788134
3781.3842,8.826107
3783.2479,8.836085
3785.1116,8.742873
3786.9752,8.688274
3788.8389,8.721931
3790.7026,8.824600
3792.5662,8.853253
3794.4299,8.840323
3796.2936,8.780371
3798.1573,8.952318
3800.0209,8.941301
3801.8846,8.854012
3803.7483,8.859856
3805.6119,8.888440
3807.4756,8.858008
3809.3393,8.840514
3811.2029,8.803598
3813.0666,8.892753
3814.9303,9.014057
3816.7939,9.080791
3818.6576,8.978504
3820.5213,8.992469
3822.3850,8.991441
3824.2486,8.936293
3826.1123,8.930325
3827.9760,8.949114
3829.8396,8.899778
3831.7033,8.923717
3833.5670,8.951892
3835.4306,8.997984
3837.2943,9.014949
3839.1580,8.987808
3841.0216,8.984392
3842.8853,9.091189
3844.7490,9.020916
3846.6126,8.918209
3848.4763,8.895005
3850.3400,8.995713
3852.2037,9.133631
3854.0673,9.226554
3855.9310,9.206862
3857.7947,9.132917
3859.6583,9.179977
3861.5220,9.214267
3863.3857,9.007475
3865.2493,8.930925
3867.1130,8.956551
3868.9767,9.021808
3870.8403,9.048829
3872.7040,9.047065
3874.5677,9.134341
3876.4314,9.179931
3878.2950,9.094663
3880.1587,9.131710
3882.0224,9.128317
3883.8860,9.100734
3885.7497,9.070057
3887.6134,9.127898
3889.4770,9.087747
3891.3407,9.077520
3893.2044,9.162582
3895.0680,9.276555
3896.9317,9.195422
3898.7954,9.210205
3900.6590,9.272378
3902.5227,9.231724
3904.3864,9.183637
3906.2501,9.147447
3908.1137,9.083806
3909.9774,9.192055
3911.8411,9.230339
3913.7047,9.200796
3915.5684,9.084280
3917.4321,9.061002
3919.2957,9.080686
3921.1594,9.131178
3923.0231,9.081493
3924.8867,9.122461
3926.7504,9.191966
3928.6141,9.202480
3930.4777,9.169526
3932.3414,9.128469
3934.2051,9.106220
3936.0688,9.061276
3937.9324,9.040241
3939.7961,9.154775
3941.6598,9.121675
3943.5234,9.178850
3945.3871,9.234797
3947.2508,9.174659
3949.1144,9.120454
3950.9781,9.187822
3952.8418,9.170731
3954.7054,9.093885
3956.5691,8.991051
3958.4328,8.986759
3960.2965,9.001089
3962.1601,9.058041
3964.0238,9.116787
3965.8875,9.197195
3967.7511,9.210276
3969.6148,9.217976
3971.4785,9.132695
3973.3421,9.083896
3975.2058,9.051940
3977.0695,9.081627
3978.9331,9.104796
3980.7968,9.157465
3982.6605,9.050200
3984.5241,9.027607
3986.3878,9.120040
3988.2515,9.253571
3990.1152,9.171238
3991.9788,9.110572
3993.8425,9.102532
3995.7062,9.100983
3997.5698,9.022714
3999.4335,9.070464
